CSVBookName,CSVBookVolume,CSVISBN,CSVPublisher,CSVAvailability
신만이 아는 세계,1,9788925830728,학산문화사,0
던전밥,2,9791157103201,(주)소미미디어,0
던전밥,1,9791157102730,(주)소미미디어,0
동인워크,6 ,9788961592376,조은세상,0
동인워크,5 ,9788961591553,조은세상,0
동인워크,4,9788961590440,조은세상,0
동인워크,3권,9788955137026,조은세상,0
동인워크,2,8955139683,조은세상,0
피아노의 숲,1,9788954234368,(주)삼양출판사,0
동인워크,1,8955139632,조은세상,0
(국립자유경제고등학교) 세실고,1,9788925281735,대원씨아이,0
카미츄 ,1,9788925835518,학산문화사,0
카미츄! ,2,9788925836249,학산 문화사,0
러브라이브! School idol diary,12,9791186906040,(주)디앤씨미디어 L노벨,0
러브라이브! School idol diary,11,9788926799925,D&C 미디어,0
러브라이브! School idol diary,10,9788926799505,D&C 미디어,0
러브라이브! School idol diary,9,9788926796306,D&C 미디어,0
러브라이브! School idol diary,8,9788926796290,D&C 미디어,0
러브라이브! School idol diary,7,9788926795972,D&C 미디어,0
러브라이브! School idol diary,6,9788926795965,D&C 미디어,0
러브라이브! School idol diary,5,9788926795958,D&C 미디어,0
러브라이브! School idol diary,4,9788926795811,D&C 미디어,0
러브라이브! School idol diary,1,9788926795583,D&C 미디어,0
러브라이브! School idol diary,3,9788926795804,D&C 미디어,0
러브라이브! School idol diary,2,9788926795590,D&C 미디어,0
마법사에게 소중한 것 태양과바람의 언덕 1,,8952891406,대원씨아이(주),0
마법사에게 소중한 것 -태양과 바람의 언덕길-,,8952892712,대원씨아이주식회사,0
마법사에게 소중한 것 -태양과 바람의 언덕길-,3,8952897226,대원씨아이(주),0
마법사에게 소중한 것 ,4,8959636150,대원씨아이(주),0
하나마루 유치원,5,9788926303979,(도서출판 주)서울문화사,0
하나마루 유치원,vol.4,9788953292277,서울문화사,0
하나마루 유치원,3,9788953289307,(도서출판 주)서울문화사,0
하나마루 유치원,2,9788953287426,(도서출판 주)서울문화사,0
GJ부,1 ,9788926324769,서울문화사,0
정의소녀환상 ,1,9788961459259,디앤씨미디어,0
(가정교사 히트맨)리본,1,8952969219,학산문화사,0
스즈미야 하루히 짱의 우울,1 ,9788925238081,대원씨아이,0
진격의 거인,16,9791125635635,(주)학산 문화사,0
원피스,72,9791156250210,대원씨아이(주),0
푸드 파이터 타베루,1,9791133447916,대원씨아이,0
아카메가 벤다,1,9791156256281,대원씨아이(주),0
역전검사,1 ,9788925291703,대원씨아이,0
아라카와 언더 더 브리지 ,15 ,9788926350799,서울문화사,0
서랍 속 테라리움 ,,9788959757510,한스미디어 :한즈미디어,0
판도라 하츠 ,17,9788925298955,대원씨아이,0
판도라 하츠,24,9791133410613,대원씨아이(주),0
판도라 하츠,21,9791156253761,대원씨아이(주),0
판도라 하츠,,9788968226229,대원씨아이(주),0
아라카와 언더 더 브리지 ,14 ,9788926342671,서울문화사,0
아라카와 언더 더 브리지 ,13 ,9788926336571,(도서출판 주)서울문화사,0
아라카와 언더 더 브리지 ,12,9788926333396,(도서출판 주)서울문화사,0
아라카와 언더 더 브리지 ,,9788926326541,서울문화사,0
아라카와 언더 더 브리지 <개정판>,5,9788926312445,(도서출판 주)서울문화사,0
아라카와 언더 더 브리지 <개정판>,4,9788926312438,(도서출판 주)서울문화사,0
아라카와 언더 더 브리지 <개정판>,3,9788926312421,(도서출판 주)서울문화사,0
아라카와 언더 더 브리지 <개정판>,2,9788926312414,(도서출판 주)서울문화사,0
아라카와 언더 더 브리지,,9788953279148,서울문화사,0
하나마루 유치원 ,vol. 1,9788953287105,서울문화사,0
미나미가,1,8959869201,랜덤하우스중앙(주),0
미나미가,2,895986921X,랜덤하우스중앙(주),0
미나미가,3,892550202X,랜덤하우스중앙(주),0
미나 미가 ,4 ,9788925514345,랜덤하우스코리아·북박스,0
미나미가,,9788925518060,랜덤하우스코리아,0
미나미가. 6,,9788925533483,랜덤하우스코리아·북박스,0
시원찮은 그녀를 위한 육성방법 ~egoistic-lily~,1,9788926798409,D&C 미디어,0
시원찮은 그녀를 위한 육성방법 ~egoistic-lily~,2,9788926798720,D&C 미디어,0
시원찮은 그녀를 위한 육성방법 ~egoistic-lily~,3,9788926798812,D&C 미디어,0
판도라 하츠 ,16,9788925292854,대원씨아이,0
판도라하츠,,9788925286907,대원씨아이,0
판도라 하츠,14 ,9788925278148,대원씨아이,0
판도라 하츠,13 ,9788925274713,대원씨아이,0
판도라 하츠,12 ,9788925270210,대원씨아이,0
판도라 하츠,11 ,9788925262055,대원씨아이,0
판도라하츠 ,10 ,9788925257242,대원씨아이,0
판도라 하츠,9 ,9788925252988,대원씨아이,0
판도라 하츠,8,9788925246031,대원씨아이(주),0
판도라 하츠,7,9788925243313,대원씨아이(주),0
판도라 하츠,6 ,9788925235134,대원씨아이,0
판도라 하츠 ,5 ,9788925230641,대원씨아이,0
판도라 하츠 ,4 ,9788925225708,대원씨아이,0
판도라 하츠,3,9788925222325,대원씨아이(주),0
판도라 하츠(신),2,9788925242699,대원씨아이(주),0
판도라 하츠(신),1,9788925239248,대원씨아이(주),0
닌자 슬레이어,2,9791157100811,(주)소미미디어,0
닌자 슬레이어,1,9791185217512,(주)소미미디어,0
나이트런 ep.0 프레이 ,2 ,9788960523227,길찾기 :이미지프레임,0
나이트런 ep.0 프레이  ,1 ,9788960521933,길찾기,0
빙과,2,9788967258559,대원씨아이(주),0
빙과,1,9788967257620,대원씨아이,0
괴물왕녀,,9788925866161,학산문화사,0
괴물왕녀 ,13 ,9788925861586,학산문화사,0
괴물왕녀 ,12 ,9788925854946,학산문화사,0
괴물왕녀,11,9788925846217,학산문화사,0
괴물왕녀 ,10 ,9788925841489,학산문화사,0
괴물왕녀,8,9788925837161,(주)학산 문화사,0
괴물왕녀 ,7 ,9788925835891,학산문화사,0
괴물왕녀 ,6 ,9788925834856,학산문화사,0
괴물왕녀 ,5 ,9788925833910,학산문화사,0
괴물왕녀,4,9788925832821,(주)학산 문화사,0
괴물왕녀,3,9788925828831,(주)학산 문화사,0
괴물왕녀,2,9788925828824,학산문화사,0
괴물왕녀,1,9788925828800,학산문화사,0
TYPE-MOON 학교 치비츄키!,1,9791187740308,(주식회사)레진엔터테인먼트,0
(Son of ogre) 한마바키,Vol. 23,9788926322826,서울문화사,0
한마바키,21,9788926312216,서울문화사,0
(Son of ogre) 한마바키 ,Vol.20 ,9788926311868,서울문화사,0
한마바키,19,9788926310335,서울문화사,0
(Son of ogre) 한마바키,Vol.18 ,9788926303634,서울문화사,0
한마바키,,9788926302231,서울문화사,0
(Son of ogre) 한마바키,Vol. 13 ,9788953298699,서울문화사,0
한마바키,12,9788953287327,(도서출판 주)서울문화사,0
한마바키,Vol. 9,9788953282360,서울문화사,0
한마바키,Vol.8,9788953281899,서울문화사,0
한마바키,5,9788953278165,(도서출판 주)서울문화사,0
한마바키,4,9788953277885,(도서출판 주)서울문화사,0
한마 바키,3,9788953277489,(도서출판 주)서울문화사,0
한마바키,2,9788953277564,(도서출판 주)서울문화사,0
한마 바키,1,8953275938,(도서출판 주)서울문화사,0
로즈 힙 로즈 완전판,4,9788952997968,(주)학산문화사,0
로즈 힙 로즈 완전판,3,9788952997210,(주)학산문화사,0
로즈 힙 로즈,2,8952944488,(주)학산문화사,0
로즈 힙 로즈,1,8952943511,(주)학산문화사,0
REC ,volume 13,9788925294919,대원씨아이,0
Rec,,9788925274799,대원씨아이(주),0
REC,11 ,9788925268965,대원씨아이,0
Rec,volume 10 ,9788925250502,대원씨아이,0
Rec,volume. 9 ,9788925242514,대원씨아이,0
Rec,volume 8,9788925238166,대원씨아이,0
REC,volume 7 ,9788925219929,대원씨아이,0
REC,6,9788925212326,대원씨아이(주),0
REC,5,8959639303,대원씨아이(주),0
REC,4,8959637076,대원씨아이(주),0
REC,3,8959631272,대원씨아이(주),0
REC(신),2,9788925242859,대원씨아이(주),0
REC,,8952892771,대원씨아이주식회사,0
카케루,12,8952901177,(주)학산문화사,0
카케루,11,8984439509,학산문화사,0
카케루,10,8984438189,(주)학산문화사,0
카케루,9,8984437727,(주)학산문화사,0
카케루,8,8984432350,(주)학산문화사,0
클럽 크라임,1,8952955870,(주)학산문화사,0
클럽 크라임,2,8952957075,(주)학산문화사,0
비탄의 아리아,3,9788926320839,(도서출판 주)서울문화사,0
비탄의 아리아 (개정판),2,9788926314616,(도서출판 주)서울문화사,0
비탄의 아리아 (개정판),1,9788926314753,(도서출판 주)서울문화사,0
이방인 ,,9788937462665,민음사,0
기동전사 건담 0079,8,8952829093,대원씨아이주식회사,0
하늘이떨어뜨린것3,,9788952740632,(주)시공사,0
하늘이떨어뜨린것2,,9788952738455,(주)시공사,0
하늘이떨어뜨린것1,,9788952737267,(주)시공사,0
펌프킨 시저스,1,895296389X,(주)학산문화사,0
펌프킨 시저스,2,8952965078,(주)학산문화사,0
펌프킨 시저스,3,8952968204,(주)학산문화사,0
펌프킨 시저스,4,8952975308,학산문화사,0
펌프킨 시저스,5,8952986687,학산문화사,0
펌프킨 시저스,6,8952991222,학산문화사,0
펌프킨 시저스,7,9788952999351,학산문화사,0
펌프킨 시저스 ,8 ,9788925803678,학산문화사,0
펌프킨 시저스,9,9788925814254,학산문화사,0
펌프킨 시저스,10,9788925822181,학산문화사,0
펌프킨 시저스,11 ,9788925831749,학산문화사,0
펌프킨 시저스 ,12 ,9788925842035,학산문화사,0
펌프킨 시저스,,9788925853949,학산문화사,0
펌프킨 시저스 ,14 ,9788925864426,학산문화사,,0
펌프킨 시저스 ,15 ,9788925884394,학산문화사,0
펌프킨 시저스  ,vol16,9788925898865,(주)학산 문화사,0
기동전사 건담 0079,7,8952829085,대원씨아이주식회사,0
기동전사 건담 0079,6,8952829077,대원씨아이주식회사,0
기동전사 건담 0079,5,8952829069,대원씨아이주식회사,0
기동전사 건담 0079,4,8952829050,대원씨아이주식회사,0
기동전사 건담 0079,2,8952829042,대원씨아이주식회사,0
기동전사 건담 0079,2,8952829034,대원씨아이주식회사,0
